payment_id,order_id,payment_date,amount_cents,channel
PM-018241,O-04086,2026-09-10,212154,Mobile money
PM-018242,O-04087,2025-08-26,119839,Mobile money
PM-018243,O-04087,2025-09-17,187832,Mobile money
PM-018244,O-04087,2025-10-15,92835,Mobile money
PM-018245,O-04087,2025-12-30,148723,Mobile money
PM-018246,O-04087,2026-02-06,105440,Mobile money
PM-018247,O-04087,2025-12-12,232035,Mobile money
PM-018248,O-04088,2025-03-22,196835,Cash at site
PM-018249,O-04088,2025-04-27,122637,Bank deposit
PM-018250,O-04088,2025-06-08,263402,Bank deposit
PM-018251,O-04088,2025-10-08,212085,Mobile money
PM-018252,O-04089,2025-05-05,378492,Mobile money
PM-018253,O-04089,2025-07-13,739102,Mobile money
PM-018254,O-04089,2025-06-14,561841,Mobile money
PM-018255,O-04090,2026-05-12,106123,Cash at site
PM-018256,O-04090,2026-07-09,96525,Mobile money
PM-018257,O-04091,2025-02-15,267389,Bank deposit
PM-018258,O-04091,2025-03-13,119405,Mobile money
PM-018259,O-04091,2025-04-19,207221,Mobile money
PM-018260,O-04091,2025-07-12,290678,Cash at site
PM-018261,O-04091,2025-08-20,234294,Bank deposit
PM-018262,O-04091,2025-10-11,102720,Mobile money
PM-018263,O-04092,2025-07-24,88233,Mobile money
PM-018264,O-04092,2025-08-21,125814,Cash at site
PM-018265,O-04092,2025-10-21,133903,Mobile money
PM-018266,O-04092,2025-11-16,81103,Mobile money
PM-018267,O-04092,2025-11-24,168100,Mobile money
PM-018268,O-04092,2026-02-05,91678,Mobile money
PM-018269,O-04092,2025-11-11,175203,Mobile money
PM-018270,O-04093,2025-08-14,105654,Mobile money
PM-018271,O-04093,2025-09-28,224089,Mobile money
PM-018272,O-04093,2025-10-24,168239,Cash at site
PM-018273,O-04093,2025-11-29,122159,Bank deposit
PM-018274,O-04093,2025-12-19,117184,Cash at site
PM-018275,O-04093,2026-01-08,249155,Mobile money
PM-018276,O-04093,2026-01-30,107850,Mobile money
PM-018277,O-04094,2025-02-22,174358,Mobile money
PM-018278,O-04094,2025-03-13,178509,Cash at site
PM-018279,O-04094,2025-04-09,395344,Mobile money
PM-018280,O-04094,2025-06-18,303804,Mobile money
PM-018281,O-04094,2025-07-16,298384,Bank deposit
PM-018282,O-04094,2025-06-04,213668,Bank deposit
PM-018283,O-04094,2025-07-22,284503,Mobile money
PM-018284,O-04095,2026-03-20,91434,Mobile money
PM-018285,O-04095,2026-05-03,117028,Cash at site
PM-018286,O-04095,2026-06-07,117242,Bank deposit
PM-018287,O-04095,2026-06-16,156566,Mobile money
PM-018288,O-04095,2026-10-04,160265,Mobile money
PM-018289,O-04096,2025-03-26,397867,Mobile money
PM-018290,O-04096,2025-05-31,575553,Mobile money
PM-018291,O-04096,2025-06-16,609806,Bank deposit
PM-018292,O-04096,2025-08-06,1049257,Mobile money
PM-018293,O-04097,2025-08-12,726658,Mobile money
PM-018294,O-04097,2025-09-28,639260,Mobile money
PM-018295,O-04097,2026-01-14,278170,Cash at site
PM-018296,O-04097,2025-12-27,604938,Mobile money
PM-018297,O-04098,2025-04-19,346739,Mobile money
PM-018298,O-04098,2025-07-02,315349,Mobile money
PM-018299,O-04098,2025-07-03,270535,Cash at site
PM-018300,O-04099,2025-09-04,401799,Mobile money
PM-018301,O-04099,2025-10-17,406292,Mobile money
PM-018302,O-04099,2025-11-15,328653,Cash at site
PM-018303,O-04099,2025-10-20,469486,Mobile money
PM-018304,O-04099,2025-12-24,423022,Bank deposit
PM-018305,O-04099,2025-12-20,205460,Cash at site
PM-018306,O-04100,2026-04-14,691415,Cash at site
PM-018307,O-04100,2026-06-18,425367,Bank deposit
PM-018308,O-04100,2026-06-02,607193,Mobile money
PM-018309,O-04100,2026-07-19,315764,Mobile money
PM-018310,O-04101,2025-03-26,54222,Mobile money
PM-018311,O-04101,2025-04-23,43246,Cash at site
PM-018312,O-04101,2025-06-15,24746,Mobile money
PM-018313,O-04101,2025-08-22,66112,Mobile money
PM-018314,O-04101,2025-07-22,31980,Cash at site
PM-018315,O-04102,2026-04-30,666519,Mobile money
PM-018316,O-04102,2026-10-13,1356226,Bank deposit
PM-018317,O-04103,2025-10-05,886094,Mobile money
PM-018318,O-04103,2026-01-15,766115,Bank deposit
PM-018319,O-04104,2026-02-28,54972,Cash at site
PM-018320,O-04104,2026-07-28,78566,Bank deposit
PM-018321,O-04104,2026-09-08,33968,Mobile money
PM-018322,O-04105,2025-08-19,355129,Mobile money
PM-018323,O-04105,2025-09-10,427551,Mobile money
PM-018324,O-04105,2025-09-18,304535,Cash at site
PM-018325,O-04105,2025-11-25,295768,Cash at site
PM-018326,O-04105,2026-01-13,273315,Cash at site
PM-018327,O-04105,2026-02-07,348832,Mobile money
PM-018328,O-04105,2026-03-13,728382,Bank deposit
PM-018329,O-04106,2025-02-13,301661,Cash at site
PM-018330,O-04106,2025-03-11,249317,Bank deposit
PM-018331,O-04106,2025-03-30,184884,Mobile money
PM-018332,O-04106,2025-06-16,294558,Mobile money
PM-018333,O-04106,2025-05-25,286548,Mobile money
PM-018334,O-04106,2025-10-05,176540,Bank deposit
PM-018335,O-04107,2026-03-02,288673,Bank deposit
PM-018336,O-04107,2026-04-12,266674,Bank deposit
PM-018337,O-04107,2026-07-22,146991,Mobile money
PM-018338,O-04107,2026-09-07,177653,Mobile money
PM-018339,O-04108,2025-08-27,137417,Cash at site
PM-018340,O-04108,2025-09-20,140043,Mobile money
PM-018341,O-04108,2025-10-17,85972,Bank deposit
PM-018342,O-04108,2025-11-22,161565,Cash at site
PM-018343,O-04108,2025-11-25,68113,Mobile money
PM-018344,O-04108,2025-12-31,84232,Bank deposit
PM-018345,O-04108,2026-02-10,185811,Cash at site
PM-018346,O-04109,2025-04-10,348666,Mobile money
PM-018347,O-04109,2025-05-02,380209,Mobile money
PM-018348,O-04109,2025-06-28,418107,Mobile money
PM-018349,O-04109,2025-10-06,477536,Mobile money
PM-018350,O-04110,2025-03-28,331873,Mobile money
PM-018351,O-04110,2025-04-24,178255,Bank deposit
PM-018352,O-04110,2025-05-13,307045,Mobile money
PM-018353,O-04110,2025-07-26,170730,Mobile money
PM-018354,O-04110,2025-05-30,327906,Bank deposit
PM-018355,O-04110,2025-08-15,298330,Cash at site
PM-018356,O-04111,2026-02-25,115819,Bank deposit
PM-018357,O-04111,2026-03-08,102406,Mobile money
PM-018358,O-04111,2026-03-18,61847,Mobile money
PM-018359,O-04111,2026-05-23,127425,Bank deposit
PM-018360,O-04111,2026-06-10,146244,Bank deposit
PM-018361,O-04111,2026-07-18,95141,Cash at site
PM-018362,O-04111,2026-07-25,80930,Cash at site
PM-018363,O-04112,2025-05-18,375707,Cash at site
PM-018364,O-04112,2025-09-09,454451,Cash at site
PM-018365,O-04113,2025-10-04,224919,Mobile money
PM-018366,O-04113,2025-11-24,171785,Mobile money
PM-018367,O-04113,2026-02-13,119408,Mobile money
PM-018368,O-04114,2026-05-15,49604,Bank deposit
PM-018369,O-04114,2026-06-15,96226,Mobile money
PM-018370,O-04115,2025-03-14,27873,Mobile money
PM-018371,O-04115,2025-05-16,30848,Mobile money
PM-018372,O-04115,2025-06-17,24111,Mobile money
PM-018373,O-04115,2025-05-12,22683,Mobile money
PM-018374,O-04115,2025-08-10,13261,Mobile money
PM-018375,O-04116,2026-04-09,916501,Bank deposit
PM-018376,O-04116,2026-08-17,742946,Mobile money
PM-018377,O-04117,2025-09-04,22818,Mobile money
PM-018378,O-04117,2025-09-19,32234,Mobile money
PM-018379,O-04117,2025-11-06,36196,Mobile money
PM-018380,O-04117,2025-11-19,23090,Bank deposit
PM-018381,O-04117,2026-03-16,48536,Mobile money
PM-018382,O-04118,2026-03-31,447161,Cash at site
PM-018383,O-04118,2026-04-23,240240,Cash at site
PM-018384,O-04118,2026-06-27,300467,Mobile money
PM-018385,O-04118,2026-05-22,201669,Cash at site
PM-018386,O-04118,2026-08-13,513935,Bank deposit
PM-018387,O-04118,2026-06-14,284726,Mobile money
PM-018388,O-04119,2025-09-24,640062,Mobile money
PM-018389,O-04119,2025-11-28,509036,Mobile money
PM-018390,O-04119,2025-12-19,462064,Bank deposit
PM-018391,O-04119,2026-02-11,367132,Mobile money
PM-018392,O-04120,2025-05-17,298374,Mobile money
PM-018393,O-04120,2025-09-08,234253,Bank deposit
PM-018394,O-04121,2026-03-21,92337,Bank deposit
PM-018395,O-04121,2026-04-05,93034,Mobile money
PM-018396,O-04121,2026-05-18,96464,Mobile money
PM-018397,O-04121,2026-08-30,120055,Cash at site
PM-018398,O-04121,2026-09-26,173704,Bank deposit
PM-018399,O-04122,2025-10-16,186504,Mobile money
PM-018400,O-04122,2026-01-08,203989,Mobile money
PM-018401,O-04122,2025-11-30,319411,Mobile money
PM-018402,O-04123,2026-04-22,295877,Mobile money
PM-018403,O-04123,2026-06-07,427456,Mobile money
PM-018404,O-04123,2026-09-26,367791,Cash at site
PM-018405,O-04124,2025-02-15,222371,Mobile money
PM-018406,O-04124,2025-03-15,250827,Mobile money
PM-018407,O-04124,2025-04-05,352012,Mobile money
PM-018408,O-04124,2025-04-16,284292,Mobile money
PM-018409,O-04124,2025-04-24,274964,Mobile money
PM-018410,O-04124,2025-06-15,291257,Mobile money
PM-018411,O-04124,2025-10-16,435884,Cash at site
PM-018412,O-04125,2025-09-03,394315,Mobile money
PM-018413,O-04125,2025-12-11,179615,Cash at site
PM-018414,O-04125,2026-02-11,403547,Mobile money
PM-018415,O-04126,2025-02-27,504378,Mobile money
PM-018416,O-04126,2025-02-27,407127,Cash at site
PM-018417,O-04126,2025-05-21,270526,Cash at site
PM-018418,O-04126,2025-05-25,275178,Bank deposit
PM-018419,O-04126,2025-05-07,404479,Cash at site
PM-018420,O-04126,2025-06-21,297468,Mobile money
PM-018421,O-04126,2025-09-19,365021,Mobile money
PM-018422,O-04127,2026-02-27,343713,Mobile money
PM-018423,O-04127,2026-04-18,274393,Bank deposit
PM-018424,O-04127,2026-04-23,396995,Mobile money
PM-018425,O-04127,2026-07-27,271357,Mobile money
PM-018426,O-04127,2026-06-18,429249,Mobile money
PM-018427,O-04127,2026-08-13,536922,Bank deposit
PM-018428,O-04128,2025-09-06,421087,Cash at site
PM-018429,O-04128,2025-10-12,283431,Mobile money
PM-018430,O-04128,2025-10-17,316061,Bank deposit
PM-018431,O-04128,2025-10-22,443347,Mobile money
PM-018432,O-04128,2026-02-02,240875,Mobile money
PM-018433,O-04128,2026-03-28,308222,Bank deposit
PM-018434,O-04129,2025-09-02,158183,Mobile money
PM-018435,O-04129,2025-09-30,364465,Mobile money
PM-018436,O-04129,2025-12-14,215442,Cash at site
PM-018437,O-04129,2025-11-27,257709,Mobile money
PM-018438,O-04130,2025-03-15,35967,Mobile money
PM-018439,O-04130,2025-07-17,32501,Cash at site
PM-018440,O-04130,2025-08-27,40273,Cash at site
PM-018441,O-04131,2025-04-03,710726,Mobile money
PM-018442,O-04131,2025-06-11,672426,Cash at site
PM-018443,O-04131,2025-07-25,530885,Cash at site
PM-018444,O-04131,2025-09-13,420734,Mobile money
PM-018445,O-04132,2025-08-26,222689,Mobile money
PM-018446,O-04132,2025-09-12,151185,Mobile money
PM-018447,O-04132,2025-12-16,111750,Mobile money
PM-018448,O-04132,2025-10-18,175513,Mobile money
PM-018449,O-04132,2026-03-01,142670,Mobile money
PM-018450,O-04133,2025-02-27,252793,Mobile money
PM-018451,O-04133,2025-03-15,160350,Mobile money
PM-018452,O-04133,2025-05-10,124272,Mobile money
PM-018453,O-04133,2025-07-04,198060,Bank deposit
PM-018454,O-04133,2025-08-02,178020,Mobile money
PM-018455,O-04133,2025-08-31,180229,Mobile money
PM-018456,O-04133,2025-06-08,214600,Mobile money
PM-018457,O-04134,2025-09-14,556370,Mobile money
PM-018458,O-04134,2025-10-17,811218,Mobile money
PM-018459,O-04134,2026-01-11,619649,Mobile money
PM-018460,O-04135,2025-03-28,306726,Bank deposit
PM-018461,O-04135,2025-06-09,179708,Cash at site
PM-018462,O-04135,2025-07-17,177625,Cash at site
PM-018463,O-04135,2025-07-07,256077,Bank deposit
PM-018464,O-04136,2025-09-13,291677,Cash at site
PM-018465,O-04136,2025-10-10,278920,Mobile money
PM-018466,O-04136,2025-12-26,455224,Mobile money
PM-018467,O-04136,2026-01-21,290599,Bank deposit
PM-018468,O-04137,2025-03-18,277044,Mobile money
PM-018469,O-04137,2025-07-11,474028,Bank deposit
PM-018470,O-04137,2025-07-29,277557,Cash at site
PM-018471,O-04138,2025-08-31,421783,Mobile money
PM-018472,O-04138,2025-10-03,374464,Mobile money
PM-018473,O-04138,2025-10-24,474180,Bank deposit
PM-018474,O-04138,2025-11-16,405574,Mobile money
PM-018475,O-04138,2025-10-26,478375,Cash at site
PM-018476,O-04138,2026-02-14,234487,Mobile money
PM-018477,O-04138,2026-02-20,392593,Mobile money
PM-018478,O-04139,2025-11-14,1022050,Bank deposit
PM-018479,O-04139,2026-01-13,1116646,Mobile money
PM-018480,O-04140,2026-02-07,228547,Cash at site
PM-018481,O-04140,2026-04-06,264428,Mobile money
PM-018482,O-04140,2026-04-16,308236,Mobile money
PM-018483,O-04140,2026-07-07,313969,Mobile money
PM-018484,O-04140,2026-08-19,511099,Bank deposit
PM-018485,O-04140,2026-07-13,314704,Bank deposit
PM-018486,O-04141,2026-03-14,484596,Mobile money
PM-018487,O-04141,2026-04-25,444101,Mobile money
PM-018488,O-04141,2026-08-08,251527,Cash at site
PM-018489,O-04141,2026-06-23,265188,Cash at site
PM-018490,O-04142,2025-03-12,568652,Bank deposit
PM-018491,O-04142,2025-05-02,425131,Cash at site
PM-018492,O-04142,2025-08-12,443913,Cash at site
PM-018493,O-04142,2025-09-10,656533,Mobile money
PM-018494,O-04143,2025-08-12,216160,Bank deposit
PM-018495,O-04143,2025-12-01,441285,Mobile money
PM-018496,O-04143,2026-03-26,342123,Mobile money
PM-018497,O-04144,2026-04-03,917021,Cash at site
PM-018498,O-04144,2026-07-16,399939,Bank deposit
PM-018499,O-04144,2026-06-26,921861,Mobile money
PM-018500,O-04145,2025-03-14,88847,Mobile money
PM-018501,O-04145,2025-04-29,143041,Cash at site
PM-018502,O-04145,2025-06-19,152540,Mobile money
PM-018503,O-04145,2025-07-25,72094,Mobile money
PM-018504,O-04145,2025-11-02,111906,Mobile money
PM-018505,O-04146,2025-03-17,254245,Mobile money
PM-018506,O-04146,2025-05-07,177638,Mobile money
PM-018507,O-04146,2025-04-16,130807,Mobile money
PM-018508,O-04146,2025-06-10,236442,Bank deposit
PM-018509,O-04146,2025-05-29,107828,Mobile money
PM-018510,O-04146,2025-08-18,196352,Mobile money
PM-018511,O-04147,2026-05-18,1601002,Mobile money
PM-018512,O-04147,2026-07-12,2890746,Bank deposit
PM-018513,O-04148,2025-06-06,836362,Mobile money
PM-018514,O-04148,2025-10-24,380859,Cash at site
PM-018515,O-04149,2025-03-10,942373,Mobile money
PM-018516,O-04149,2025-05-03,430019,Mobile money
PM-018517,O-04149,2025-05-10,797827,Cash at site
PM-018518,O-04149,2025-06-22,583252,Cash at site
PM-018519,O-04150,2025-08-27,1030292,Cash at site
PM-018520,O-04150,2025-10-22,630124,Cash at site
PM-018521,O-04150,2025-11-23,1156310,Cash at site
PM-018522,O-04150,2026-01-06,598994,Mobile money
PM-018523,O-04151,2025-09-04,116170,Mobile money
PM-018524,O-04151,2025-10-04,162920,Mobile money
PM-018525,O-04151,2025-09-23,121905,Mobile money
PM-018526,O-04151,2025-11-27,125415,Mobile money
PM-018527,O-04151,2025-10-24,77739,Mobile money
PM-018528,O-04151,2025-12-04,177956,Mobile money
PM-018529,O-04151,2025-12-27,81131,Bank deposit
PM-018530,O-04152,2025-10-06,1117493,Cash at site
PM-018531,O-04152,2026-01-02,731415,Bank deposit
PM-018532,O-04152,2025-12-20,1037440,Mobile money
PM-018533,O-04153,2026-02-22,487676,Mobile money
PM-018534,O-04153,2026-04-05,306667,Mobile money
PM-018535,O-04153,2026-05-11,391820,Cash at site
PM-018536,O-04153,2026-06-04,673135,Cash at site
PM-018537,O-04153,2026-08-12,262598,Bank deposit
PM-018538,O-04153,2026-08-10,513251,Mobile money
PM-018539,O-04153,2026-07-13,499695,Cash at site
PM-018540,O-04154,2025-11-19,100712,Cash at site
PM-018541,O-04154,2026-04-02,159097,Mobile money
PM-018542,O-04155,2026-05-16,618859,Mobile money
PM-018543,O-04155,2026-08-30,357921,Bank deposit
PM-018544,O-04156,2025-04-04,580168,Cash at site
PM-018545,O-04156,2025-05-04,439373,Mobile money
PM-018546,O-04156,2025-05-17,491294,Mobile money
PM-018547,O-04156,2025-07-15,314436,Mobile money
PM-018548,O-04157,2025-09-13,237613,Cash at site
PM-018549,O-04157,2025-10-03,339323,Bank deposit
PM-018550,O-04157,2025-12-17,313417,Mobile money
PM-018551,O-04157,2025-11-29,153388,Mobile money
PM-018552,O-04157,2026-02-06,330589,Cash at site
PM-018553,O-04158,2025-08-12,137161,Mobile money
PM-018554,O-04158,2025-09-18,131136,Mobile money
PM-018555,O-04158,2025-10-25,186140,Bank deposit
PM-018556,O-04158,2025-10-21,293021,Cash at site
PM-018557,O-04158,2025-10-23,193289,Cash at site
PM-018558,O-04158,2026-02-11,267262,Mobile money
PM-018559,O-04158,2026-02-16,118309,Bank deposit
PM-018560,O-04159,2025-03-02,202656,Mobile money
PM-018561,O-04159,2025-04-19,232967,Mobile money
PM-018562,O-04159,2025-05-17,385142,Mobile money
PM-018563,O-04159,2025-06-29,161798,Bank deposit
PM-018564,O-04159,2025-05-31,252081,Mobile money
PM-018565,O-04159,2025-10-11,352503,Mobile money
PM-018566,O-04160,2025-08-14,269029,Bank deposit
PM-018567,O-04160,2025-09-04,196635,Mobile money
PM-018568,O-04160,2025-10-05,263724,Cash at site
PM-018569,O-04160,2025-12-31,208194,Mobile money
PM-018570,O-04160,2025-10-19,256249,Mobile money
PM-018571,O-04160,2026-03-20,235202,Mobile money
PM-018572,O-04161,2026-03-17,219380,Mobile money
PM-018573,O-04161,2026-05-06,232826,Mobile money
PM-018574,O-04161,2026-07-16,201232,Mobile money
PM-018575,O-04161,2026-08-25,96960,Bank deposit
PM-018576,O-04161,2026-06-10,179485,Mobile money
PM-018577,O-04162,2025-04-01,120874,Mobile money
PM-018578,O-04162,2025-06-14,198037,Cash at site
PM-018579,O-04162,2025-07-10,127152,Mobile money
PM-018580,O-04162,2025-10-12,148990,Cash at site
PM-018581,O-04163,2026-05-20,1721457,Bank deposit
PM-018582,O-04163,2026-07-16,842053,Cash at site
PM-018583,O-04164,2026-04-12,868828,Mobile money
PM-018584,O-04164,2026-10-19,596262,Mobile money
PM-018585,O-04165,2025-11-13,78691,Mobile money
PM-018586,O-04165,2026-03-15,51023,Mobile money
PM-018587,O-04166,2025-03-16,146550,Mobile money
PM-018588,O-04166,2025-04-06,229721,Mobile money
PM-018589,O-04166,2025-06-30,282660,Bank deposit
PM-018590,O-04166,2025-07-20,140578,Cash at site
PM-018591,O-04166,2025-09-27,232898,Mobile money
PM-018592,O-04167,2025-08-17,156007,Bank deposit
PM-018593,O-04167,2025-09-13,328713,Mobile money
PM-018594,O-04167,2025-10-25,285997,Bank deposit
PM-018595,O-04167,2025-10-24,304794,Mobile money
PM-018596,O-04167,2026-01-01,287273,Cash at site
PM-018597,O-04167,2026-02-23,136745,Cash at site
PM-018598,O-04167,2025-12-05,215451,Bank deposit
PM-018599,O-04168,2025-03-03,84257,Mobile money
PM-018600,O-04168,2025-03-14,62443,Mobile money
PM-018601,O-04168,2025-04-27,87502,Mobile money
PM-018602,O-04168,2025-05-07,141041,Mobile money
PM-018603,O-04168,2025-05-20,63724,Mobile money
PM-018604,O-04168,2025-09-04,104541,Mobile money
PM-018605,O-04168,2025-07-28,128625,Mobile money
PM-018606,O-04169,2025-10-02,638366,Mobile money
PM-018607,O-04169,2026-01-05,898513,Cash at site
PM-018608,O-04170,2025-03-03,713357,Mobile money
PM-018609,O-04170,2025-04-10,586798,Bank deposit
PM-018610,O-04170,2025-08-09,726714,Mobile money
PM-018611,O-04170,2025-10-08,394251,Cash at site
PM-018612,O-04171,2026-03-01,329591,Mobile money
PM-018613,O-04171,2026-04-17,176311,Bank deposit
PM-018614,O-04171,2026-05-07,351061,Mobile money
PM-018615,O-04171,2026-06-21,218789,Mobile money
PM-018616,O-04171,2026-08-08,346935,Cash at site
PM-018617,O-04171,2026-08-27,229524,Cash at site
PM-018618,O-04172,2025-10-20,291290,Mobile money
PM-018619,O-04172,2026-04-02,301438,Bank deposit
PM-018620,O-04173,2026-05-30,491489,Mobile money
PM-018621,O-04173,2026-06-07,614167,Mobile money
PM-018622,O-04174,2025-08-10,346005,Mobile money
PM-018623,O-04174,2025-09-06,406402,Bank deposit
PM-018624,O-04174,2025-11-13,490051,Cash at site
PM-018625,O-04174,2025-12-21,554908,Mobile money
PM-018626,O-04174,2025-11-05,434939,Mobile money
PM-018627,O-04174,2026-01-22,273794,Mobile money
PM-018628,O-04175,2025-03-15,6459,Cash at site
PM-018629,O-04175,2025-04-04,5452,Mobile money
PM-018630,O-04175,2025-05-23,11153,Mobile money
PM-018631,O-04175,2025-04-22,9592,Mobile money
PM-018632,O-04175,2025-06-26,5053,Mobile money
PM-018633,O-04175,2025-08-13,8148,Mobile money
PM-018634,O-04175,2025-10-26,11595,Mobile money
PM-018635,O-04176,2025-02-18,12613,Mobile money
PM-018636,O-04176,2025-04-12,12472,Mobile money
PM-018637,O-04176,2025-05-17,20065,Mobile money
PM-018638,O-04176,2025-10-13,8700,Cash at site
PM-018639,O-04177,2025-10-13,500837,Mobile money
PM-018640,O-04177,2025-12-03,704198,Cash at site
PM-018641,O-04177,2026-01-19,1207802,Cash at site
PM-018642,O-04178,2026-03-19,111695,Bank deposit
PM-018643,O-04178,2026-05-03,280852,Bank deposit
PM-018644,O-04178,2026-06-04,168577,Mobile money
PM-018645,O-04178,2026-07-10,242114,Cash at site
PM-018646,O-04178,2026-09-08,116620,Bank deposit
PM-018647,O-04179,2025-09-05,305290,Cash at site
PM-018648,O-04179,2025-11-22,289713,Cash at site
PM-018649,O-04179,2025-11-23,445428,Cash at site
PM-018650,O-04179,2025-12-01,414408,Mobile money
PM-018651,O-04180,2025-03-04,172208,Cash at site
PM-018652,O-04180,2025-02-27,185866,Cash at site
PM-018653,O-04180,2025-05-12,260213,Mobile money
PM-018654,O-04180,2025-07-26,210885,Cash at site
PM-018655,O-04180,2025-07-07,297870,Mobile money
PM-018656,O-04180,2025-11-01,193419,Mobile money
PM-018657,O-04181,2026-04-28,363563,Mobile money
PM-018658,O-04181,2026-06-03,226818,Mobile money
PM-018659,O-04181,2026-10-26,495957,Cash at site
PM-018660,O-04182,2026-03-14,117330,Cash at site
PM-018661,O-04182,2026-04-07,136642,Bank deposit
PM-018662,O-04182,2026-05-04,92573,Bank deposit
PM-018663,O-04182,2026-06-16,207626,Mobile money
PM-018664,O-04182,2026-05-31,105632,Cash at site
PM-018665,O-04182,2026-07-08,166816,Mobile money
PM-018666,O-04183,2025-09-10,309279,Cash at site
PM-018667,O-04183,2025-10-15,394404,Bank deposit
PM-018668,O-04183,2025-10-31,294589,Bank deposit
PM-018669,O-04183,2026-03-27,356480,Mobile money
PM-018670,O-04184,2025-03-22,358250,Mobile money
PM-018671,O-04184,2025-04-14,471142,Bank deposit
PM-018672,O-04184,2025-05-10,394228,Bank deposit
PM-018673,O-04184,2025-07-07,244279,Bank deposit
PM-018674,O-04184,2025-07-29,247075,Cash at site
PM-018675,O-04184,2025-06-01,275431,Mobile money
PM-018676,O-04184,2025-10-10,568428,Mobile money
PM-018677,O-04185,2026-04-11,250140,Cash at site
PM-018678,O-04185,2026-04-10,352379,Mobile money
PM-018679,O-04185,2026-07-28,453859,Mobile money
PM-018680,O-04185,2026-08-02,227043,Mobile money
PM-018681,O-04186,2025-08-21,207307,Mobile money
PM-018682,O-04186,2025-10-04,128169,Mobile money
PM-018683,O-04186,2025-11-05,195962,Mobile money
PM-018684,O-04186,2025-11-23,155835,Cash at site
PM-018685,O-04186,2025-12-31,115346,Mobile money
PM-018686,O-04186,2025-11-24,136262,Mobile money
PM-018687,O-04186,2026-02-03,106270,Mobile money
PM-018688,O-04187,2026-03-23,822188,Cash at site
PM-018689,O-04187,2026-07-28,514179,Mobile money
PM-018690,O-04187,2026-08-29,888928,Mobile money
PM-018691,O-04188,2026-02-25,490771,Mobile money
PM-018692,O-04188,2026-04-07,457722,Mobile money
PM-018693,O-04188,2026-05-20,182660,Mobile money
PM-018694,O-04188,2026-07-25,278911,Mobile money
PM-018695,O-04188,2026-05-28,269134,Cash at site
PM-018696,O-04188,2026-10-26,486357,Mobile money
PM-018697,O-04189,2025-03-29,511536,Cash at site
PM-018698,O-04189,2025-06-19,398340,Mobile money
PM-018699,O-04189,2025-10-29,492504,Mobile money
PM-018700,O-04190,2025-03-28,25714,Mobile money
PM-018701,O-04190,2025-04-26,25979,Mobile money
PM-018702,O-04190,2025-07-08,34787,Bank deposit
PM-018703,O-04190,2025-06-13,25328,Cash at site
PM-018704,O-04190,2025-06-03,23061,Mobile money
PM-018705,O-04191,2025-10-10,324052,Mobile money
PM-018706,O-04191,2025-11-18,415763,Mobile money
PM-018707,O-04191,2026-01-10,578508,Cash at site
PM-018708,O-04192,2026-04-07,365054,Mobile money
PM-018709,O-04192,2026-06-08,349613,Mobile money
PM-018710,O-04192,2026-06-22,297308,Bank deposit
PM-018711,O-04192,2026-06-13,275980,Mobile money
PM-018712,O-04193,2025-08-19,222056,Mobile money
PM-018713,O-04193,2025-09-17,127210,Mobile money
PM-018714,O-04193,2025-11-10,269445,Bank deposit
PM-018715,O-04193,2025-12-30,258527,Bank deposit
PM-018716,O-04193,2026-03-16,131567,Bank deposit
PM-018717,O-04194,2025-04-04,1102280,Mobile money
PM-018718,O-04194,2025-07-31,536076,Mobile money
PM-018719,O-04194,2025-10-07,922817,Mobile money
PM-018720,O-04195,2026-05-19,1020808,Mobile money
PM-018721,O-04195,2026-09-08,847025,Mobile money
PM-018722,O-04196,2025-08-31,361663,Bank deposit
PM-018723,O-04196,2025-09-30,385859,Mobile money
PM-018724,O-04196,2025-11-02,362107,Mobile money
PM-018725,O-04196,2025-11-11,482806,Mobile money
PM-018726,O-04196,2026-01-27,831318,Bank deposit
PM-018727,O-04196,2026-03-30,558359,Bank deposit
PM-018728,O-04197,2025-06-03,156460,Cash at site
PM-018729,O-04197,2025-08-15,97111,Mobile money
PM-018730,O-04198,2025-08-23,260696,Cash at site
PM-018731,O-04198,2025-11-16,303412,Cash at site
PM-018732,O-04198,2026-03-16,161291,Mobile money
PM-018733,O-04199,2025-03-26,78350,Mobile money
PM-018734,O-04199,2025-05-04,75647,Mobile money
PM-018735,O-04199,2025-05-13,85117,Mobile money
PM-018736,O-04199,2025-06-02,95244,Bank deposit
PM-018737,O-04199,2025-10-04,160451,Mobile money
PM-018738,O-04200,2026-05-04,182106,Mobile money
PM-018739,O-04200,2026-06-27,313394,Mobile money
PM-018740,O-04200,2026-10-25,136772,Mobile money
PM-018741,O-04201,2025-09-30,290418,Cash at site
PM-018742,O-04201,2026-01-02,134050,Mobile money
PM-018743,O-04202,2026-03-08,198395,Bank deposit
PM-018744,O-04202,2026-04-17,137611,Mobile money
PM-018745,O-04202,2026-04-07,173728,Cash at site
PM-018746,O-04202,2026-07-08,248885,Cash at site
PM-018747,O-04202,2026-08-04,201379,Mobile money
PM-018748,O-04202,2026-06-10,247611,Mobile money
PM-018749,O-04203,2025-05-29,502526,Mobile money
PM-018750,O-04203,2025-08-29,1051074,Mobile money
PM-018751,O-04204,2025-09-08,93796,Mobile money
PM-018752,O-04204,2026-01-06,173188,Mobile money
PM-018753,O-04204,2025-12-31,158918,Mobile money
