order_id,farmer_id,season,order_date,deadline,principal_cents,service_fee_cents,total_due_cents
O-03876,F-01956,2025B,2025-07-07,2026-02-28,3734000,448080,4182080
O-03877,F-01956,2026A,2026-01-24,2026-09-30,2064000,247680,2311680
O-03878,F-01956,2025A,2025-02-07,2025-09-30,964000,115680,1079680
O-03879,F-01957,2025A,2025-01-16,2025-09-30,1201000,144120,1345120
O-03880,F-01957,2025B,2025-07-12,2026-02-28,1135000,136200,1271200
O-03881,F-01957,2026A,2026-02-05,2026-09-30,3197000,383640,3580640
O-03882,F-01958,2025B,2025-07-24,2026-02-28,881500,105780,987280
O-03883,F-01959,2025B,2025-08-06,2026-02-28,2342500,281100,2623600
O-03884,F-01959,2026A,2026-02-13,2026-09-30,3381000,405720,3786720
O-03885,F-01959,2025A,2025-01-20,2025-09-30,417000,50040,467040
O-03886,F-01960,2026A,2026-01-17,2026-09-30,1436000,172320,1608320
O-03887,F-01961,2025B,2025-07-29,2026-02-28,305000,36600,341600
O-03888,F-01961,2026A,2026-01-15,2026-09-30,2561000,307320,2868320
O-03889,F-01961,2025A,2025-02-15,2025-09-30,594000,71280,665280
O-03890,F-01962,2025B,2025-08-08,2026-02-28,1358000,162960,1520960
O-03891,F-01962,2025A,2025-01-17,2025-09-30,607500,72900,680400
O-03892,F-01962,2026A,2026-01-15,2026-09-30,817000,98040,915040
O-03893,F-01963,2025A,2025-02-04,2025-09-30,720000,86400,806400
O-03894,F-01963,2025B,2025-08-06,2026-02-28,1705000,204600,1909600
O-03895,F-01963,2026A,2026-01-14,2026-09-30,370000,44400,414400
O-03896,F-01964,2025A,2025-02-17,2025-09-30,2081000,249720,2330720
O-03897,F-01965,2025B,2025-08-10,2026-02-28,2086000,250320,2336320
O-03898,F-01965,2025A,2025-01-26,2025-09-30,146000,17520,163520
O-03899,F-01966,2026A,2026-01-26,2026-09-30,628000,75360,703360
O-03900,F-01966,2025A,2025-02-23,2025-09-30,644000,77280,721280
O-03901,F-01966,2025B,2025-07-23,2026-02-28,647000,77640,724640
O-03902,F-01967,2026A,2026-02-07,2026-09-30,980000,117600,1097600
O-03903,F-01967,2025B,2025-07-10,2026-02-28,1655000,198600,1853600
O-03904,F-01968,2025A,2025-01-26,2025-09-30,811000,97320,908320
O-03905,F-01968,2025B,2025-08-08,2026-02-28,810500,97260,907760
O-03906,F-01969,2026A,2026-01-13,2026-09-30,467000,56040,523040
O-03907,F-01969,2025A,2025-02-20,2025-09-30,1337000,160440,1497440
O-03908,F-01970,2025B,2025-08-08,2026-02-28,1050000,126000,1176000
O-03909,F-01970,2026A,2026-01-26,2026-09-30,3058000,366960,3424960
O-03910,F-01970,2025A,2025-01-19,2025-09-30,1382000,165840,1547840
O-03911,F-01971,2026A,2026-02-02,2026-09-30,2690000,322800,3012800
O-03912,F-01971,2025A,2025-01-15,2025-09-30,790000,94800,884800
O-03913,F-01971,2025B,2025-08-01,2026-02-28,1849000,221880,2070880
O-03914,F-01972,2026A,2026-01-27,2026-09-30,1972500,236700,2209200
O-03915,F-01973,2025A,2025-02-24,2025-09-30,1245000,149400,1394400
O-03916,F-01974,2026A,2026-02-14,2026-09-30,2691000,322920,3013920
O-03917,F-01974,2025B,2025-07-18,2026-02-28,1004000,120480,1124480
O-03918,F-01974,2025A,2025-02-08,2025-09-30,1490500,178860,1669360
O-03919,F-01975,2026A,2026-01-13,2026-09-30,1695000,203400,1898400
O-03920,F-01975,2025A,2025-02-24,2025-09-30,1242000,149040,1391040
O-03921,F-01975,2025B,2025-08-04,2026-02-28,1428500,171420,1599920
O-03922,F-01976,2025A,2025-02-23,2025-09-30,927500,111300,1038800
O-03923,F-01977,2025A,2025-02-21,2025-09-30,1322000,158640,1480640
O-03924,F-01978,2025B,2025-07-13,2026-02-28,1859000,223080,2082080
O-03925,F-01979,2025B,2025-07-29,2026-02-28,1072000,128640,1200640
O-03926,F-01980,2025A,2025-02-01,2025-09-30,510000,61200,571200
O-03927,F-01981,2025B,2025-07-21,2026-02-28,2628000,315360,2943360
O-03928,F-01982,2025A,2025-02-15,2025-09-30,306000,36720,342720
O-03929,F-01982,2025B,2025-07-14,2026-02-28,1899000,227880,2126880
O-03930,F-01982,2026A,2026-01-26,2026-09-30,741000,88920,829920
O-03931,F-01983,2025B,2025-07-05,2026-02-28,1650000,198000,1848000
O-03932,F-01983,2026A,2026-02-20,2026-09-30,622000,74640,696640
O-03933,F-01984,2025A,2025-01-19,2025-09-30,1147500,137700,1285200
O-03934,F-01984,2025B,2025-07-01,2026-02-28,1828000,219360,2047360
O-03935,F-01985,2025B,2025-07-27,2026-02-28,192000,23040,215040
O-03936,F-01986,2025B,2025-07-08,2026-02-28,176500,21180,197680
O-03937,F-01986,2026A,2026-01-28,2026-09-30,1378500,165420,1543920
O-03938,F-01986,2025A,2025-01-21,2025-09-30,389000,46680,435680
O-03939,F-01987,2026A,2026-02-12,2026-09-30,1553000,186360,1739360
O-03940,F-01987,2025B,2025-07-22,2026-02-28,3507000,420840,3927840
O-03941,F-01987,2025A,2025-02-23,2025-09-30,1447000,173640,1620640
O-03942,F-01988,2025A,2025-02-04,2025-09-30,1182500,141900,1324400
O-03943,F-01988,2025B,2025-07-17,2026-02-28,1519000,182280,1701280
O-03944,F-01989,2025A,2025-02-11,2025-09-30,146000,17520,163520
O-03945,F-01989,2026A,2026-02-02,2026-09-30,1817000,218040,2035040
O-03946,F-01990,2026A,2026-02-02,2026-09-30,2712500,325500,3038000
O-03947,F-01990,2025A,2025-02-05,2025-09-30,1899000,227880,2126880
O-03948,F-01991,2025B,2025-07-21,2026-02-28,1233000,147960,1380960
O-03949,F-01991,2026A,2026-02-13,2026-09-30,3135000,376200,3511200
O-03950,F-01992,2026A,2026-02-01,2026-09-30,3091000,370920,3461920
O-03951,F-01992,2025B,2025-07-10,2026-02-28,3106000,372720,3478720
O-03952,F-01993,2026A,2026-02-06,2026-09-30,4227000,507240,4734240
O-03953,F-01994,2025A,2025-02-01,2025-09-30,902000,108240,1010240
O-03954,F-01994,2026A,2026-01-24,2026-09-30,777500,93300,870800
O-03955,F-01994,2025B,2025-08-07,2026-02-28,3642000,437040,4079040
O-03956,F-01995,2025A,2025-02-08,2025-09-30,1545500,185460,1730960
O-03957,F-01996,2025A,2025-02-01,2025-09-30,1158000,138960,1296960
O-03958,F-01996,2026A,2026-01-15,2026-09-30,2957000,354840,3311840
O-03959,F-01996,2025B,2025-07-13,2026-02-28,1778000,213360,1991360
O-03960,F-01997,2026A,2026-02-08,2026-09-30,1665000,199800,1864800
O-03961,F-01998,2026A,2026-02-06,2026-09-30,2577500,309300,2886800
O-03962,F-01998,2025A,2025-02-02,2025-09-30,1444000,173280,1617280
O-03963,F-01999,2025A,2025-02-15,2025-09-30,1394000,167280,1561280
O-03964,F-01999,2025B,2025-07-10,2026-02-28,765000,91800,856800
O-03965,F-01999,2026A,2026-02-19,2026-09-30,543000,65160,608160
O-03966,F-02000,2026A,2026-02-11,2026-09-30,785000,94200,879200
O-03967,F-02000,2025B,2025-07-11,2026-02-28,1013500,121620,1135120
O-03968,F-02000,2025A,2025-02-03,2025-09-30,949000,113880,1062880
O-03969,F-02001,2026A,2026-02-18,2026-09-30,875500,105060,980560
O-03970,F-02001,2025A,2025-01-20,2025-09-30,191000,22920,213920
O-03971,F-02002,2025B,2025-07-06,2026-02-28,763000,91560,854560
O-03972,F-02002,2025A,2025-02-09,2025-09-30,1233000,147960,1380960
O-03973,F-02002,2026A,2026-02-15,2026-09-30,744000,89280,833280
O-03974,F-02003,2025A,2025-02-22,2025-09-30,1326500,159180,1485680
O-03975,F-02003,2026A,2026-02-03,2026-09-30,2285500,274260,2559760
O-03976,F-02003,2025B,2025-07-08,2026-02-28,1819000,218280,2037280
O-03977,F-02004,2025A,2025-02-01,2025-09-30,702000,84240,786240
O-03978,F-02004,2026A,2026-02-09,2026-09-30,492000,59040,551040
O-03979,F-02004,2025B,2025-07-08,2026-02-28,601000,72120,673120
O-03980,F-02005,2025B,2025-07-25,2026-02-28,2308000,276960,2584960
O-03981,F-02006,2026A,2026-02-07,2026-09-30,1195500,143460,1338960
O-03982,F-02007,2025B,2025-07-13,2026-02-28,867000,104040,971040
O-03983,F-02007,2025A,2025-01-28,2025-09-30,725000,87000,812000
O-03984,F-02007,2026A,2026-01-14,2026-09-30,1134000,136080,1270080
O-03985,F-02008,2026A,2026-02-10,2026-09-30,740000,88800,828800
O-03986,F-02008,2025A,2025-02-08,2025-09-30,191000,22920,213920
O-03987,F-02009,2026A,2026-02-05,2026-09-30,1863500,223620,2087120
O-03988,F-02009,2025B,2025-07-14,2026-02-28,2105000,252600,2357600
O-03989,F-02010,2026A,2026-02-07,2026-09-30,2615000,313800,2928800
O-03990,F-02011,2026A,2026-01-19,2026-09-30,1713500,205620,1919120
O-03991,F-02011,2025B,2025-08-01,2026-02-28,900000,108000,1008000
O-03992,F-02011,2025A,2025-02-05,2025-09-30,615000,73800,688800
O-03993,F-02012,2026A,2026-01-16,2026-09-30,224000,26880,250880
O-03994,F-02012,2025A,2025-02-14,2025-09-30,1607500,192900,1800400
O-03995,F-02013,2025A,2025-01-26,2025-09-30,3636000,436320,4072320
O-03996,F-02014,2025A,2025-02-01,2025-09-30,1941000,232920,2173920
O-03997,F-02015,2026A,2026-02-12,2026-09-30,1033000,123960,1156960
O-03998,F-02015,2025A,2025-02-19,2025-09-30,257500,30900,288400
O-03999,F-02015,2025B,2025-07-25,2026-02-28,1456000,174720,1630720
O-04000,F-02016,2025B,2025-08-06,2026-02-28,1688000,202560,1890560
O-04001,F-02017,2026A,2026-02-17,2026-09-30,976000,117120,1093120
O-04002,F-02017,2025A,2025-02-08,2025-09-30,1068000,128160,1196160
O-04003,F-02018,2026A,2026-01-15,2026-09-30,2908000,348960,3256960
O-04004,F-02019,2026A,2026-01-19,2026-09-30,1728000,207360,1935360
O-04005,F-02019,2025A,2025-02-11,2025-09-30,2407000,288840,2695840
O-04006,F-02019,2025B,2025-07-18,2026-02-28,508500,61020,569520
O-04007,F-02020,2025A,2025-02-16,2025-09-30,1842000,221040,2063040
O-04008,F-02020,2025B,2025-07-22,2026-02-28,818500,98220,916720
O-04009,F-02020,2026A,2026-01-23,2026-09-30,1255000,150600,1405600
O-04010,F-02021,2026A,2026-02-13,2026-09-30,1361000,163320,1524320
O-04011,F-02021,2025A,2025-01-24,2025-09-30,921000,110520,1031520
O-04012,F-02022,2025A,2025-01-28,2025-09-30,790000,94800,884800
O-04013,F-02022,2025B,2025-08-09,2026-02-28,1952000,234240,2186240
O-04014,F-02023,2026A,2026-02-14,2026-09-30,2655000,318600,2973600
O-04015,F-02023,2025B,2025-07-06,2026-02-28,1175000,141000,1316000
O-04016,F-02023,2025A,2025-02-09,2025-09-30,767500,92100,859600
O-04017,F-02024,2025B,2025-07-26,2026-02-28,1384500,166140,1550640
O-04018,F-02024,2026A,2026-01-22,2026-09-30,1903000,228360,2131360
O-04019,F-02024,2025A,2025-01-23,2025-09-30,232000,27840,259840
O-04020,F-02025,2025B,2025-07-08,2026-02-28,1797500,215700,2013200
O-04021,F-02026,2026A,2026-01-24,2026-09-30,885000,106200,991200
O-04022,F-02027,2026A,2026-01-14,2026-09-30,1453000,174360,1627360
O-04023,F-02027,2025B,2025-07-20,2026-02-28,668000,80160,748160
O-04024,F-02027,2025A,2025-02-04,2025-09-30,869500,104340,973840
O-04025,F-02028,2025A,2025-01-19,2025-09-30,328000,39360,367360
O-04026,F-02029,2025A,2025-02-08,2025-09-30,466000,55920,521920
O-04027,F-02030,2025A,2025-02-11,2025-09-30,2794000,335280,3129280
O-04028,F-02030,2025B,2025-07-28,2026-02-28,466000,55920,521920
O-04029,F-02030,2026A,2026-02-17,2026-09-30,1488000,178560,1666560
O-04030,F-02031,2025A,2025-01-21,2025-09-30,672500,80700,753200
O-04031,F-02032,2025B,2025-07-29,2026-02-28,360000,43200,403200
O-04032,F-02032,2026A,2026-02-09,2026-09-30,1932000,231840,2163840
O-04033,F-02032,2025A,2025-01-30,2025-09-30,431000,51720,482720
O-04034,F-02033,2025B,2025-07-24,2026-02-28,1644000,197280,1841280
O-04035,F-02033,2025A,2025-02-05,2025-09-30,205000,24600,229600
O-04036,F-02033,2026A,2026-01-31,2026-09-30,538000,64560,602560
O-04037,F-02034,2025A,2025-01-27,2025-09-30,992000,119040,1111040
O-04038,F-02034,2026A,2026-02-03,2026-09-30,1496000,179520,1675520
O-04039,F-02035,2025B,2025-08-06,2026-02-28,896500,107580,1004080
O-04040,F-02036,2025A,2025-01-20,2025-09-30,2720000,326400,3046400
O-04041,F-02036,2026A,2026-02-18,2026-09-30,790000,94800,884800
O-04042,F-02036,2025B,2025-07-01,2026-02-28,204500,24540,229040
O-04043,F-02037,2026A,2026-02-04,2026-09-30,973000,116760,1089760
O-04044,F-02037,2025B,2025-07-17,2026-02-28,2581000,309720,2890720
O-04045,F-02037,2025A,2025-01-28,2025-09-30,2519000,302280,2821280
O-04046,F-02038,2026A,2026-01-25,2026-09-30,2106000,252720,2358720
O-04047,F-02039,2025A,2025-01-30,2025-09-30,1605000,192600,1797600
O-04048,F-02039,2026A,2026-02-20,2026-09-30,653000,78360,731360
O-04049,F-02039,2025B,2025-07-18,2026-02-28,2321000,278520,2599520
O-04050,F-02040,2025B,2025-08-05,2026-02-28,1521000,182520,1703520
O-04051,F-02040,2026A,2026-01-26,2026-09-30,2607000,312840,2919840
O-04052,F-02040,2025A,2025-01-18,2025-09-30,4298500,515820,4814320
O-04053,F-02041,2025A,2025-01-18,2025-09-30,2455000,294600,2749600
O-04054,F-02042,2025B,2025-07-27,2026-02-28,328500,39420,367920
O-04055,F-02042,2026A,2026-01-13,2026-09-30,980000,117600,1097600
O-04056,F-02043,2026A,2026-02-20,2026-09-30,171500,20580,192080
O-04057,F-02044,2025B,2025-08-02,2026-02-28,1101000,132120,1233120
O-04058,F-02045,2025B,2025-08-07,2026-02-28,1650000,198000,1848000
O-04059,F-02045,2025A,2025-01-23,2025-09-30,729500,87540,817040
O-04060,F-02046,2025A,2025-02-10,2025-09-30,388000,46560,434560
O-04061,F-02046,2026A,2026-01-24,2026-09-30,1786000,214320,2000320
O-04062,F-02047,2025B,2025-08-07,2026-02-28,1922500,230700,2153200
O-04063,F-02048,2025B,2025-08-03,2026-02-28,1434500,172140,1606640
O-04064,F-02048,2026A,2026-01-28,2026-09-30,1214000,145680,1359680
O-04065,F-02049,2026A,2026-02-10,2026-09-30,214500,25740,240240
O-04066,F-02049,2025A,2025-01-26,2025-09-30,1243500,149220,1392720
O-04067,F-02049,2025B,2025-07-03,2026-02-28,1374000,164880,1538880
O-04068,F-02050,2025B,2025-07-22,2026-02-28,1281500,153780,1435280
O-04069,F-02050,2026A,2026-01-19,2026-09-30,1030000,123600,1153600
O-04070,F-02051,2026A,2026-01-29,2026-09-30,1717500,206100,1923600
O-04071,F-02051,2025B,2025-07-06,2026-02-28,1118000,134160,1252160
O-04072,F-02051,2025A,2025-02-21,2025-09-30,722000,86640,808640
O-04073,F-02052,2025A,2025-02-24,2025-09-30,3442000,413040,3855040
O-04074,F-02052,2026A,2026-02-11,2026-09-30,1367000,164040,1531040
O-04075,F-02052,2025B,2025-07-09,2026-02-28,2272000,272640,2544640
O-04076,F-02053,2026A,2026-01-13,2026-09-30,1146000,137520,1283520
O-04077,F-02054,2026A,2026-01-12,2026-09-30,898000,107760,1005760
O-04078,F-02054,2025B,2025-07-06,2026-02-28,549000,65880,614880
O-04079,F-02054,2025A,2025-02-20,2025-09-30,339000,40680,379680
O-04080,F-02055,2025A,2025-02-11,2025-09-30,2375000,285000,2660000
O-04081,F-02056,2026A,2026-01-22,2026-09-30,510000,61200,571200
O-04082,F-02056,2025B,2025-07-27,2026-02-28,1679500,201540,1881040
O-04083,F-02056,2025A,2025-01-17,2025-09-30,1959000,235080,2194080
O-04084,F-02057,2026A,2026-01-13,2026-09-30,3007500,360900,3368400
O-04085,F-02058,2025A,2025-01-28,2025-09-30,3311000,397320,3708320
O-04086,F-02058,2026A,2026-01-21,2026-09-30,1266000,151920,1417920
O-04087,F-02058,2025B,2025-08-07,2026-02-28,754000,90480,844480
O-04088,F-02059,2025A,2025-02-21,2025-09-30,761500,91380,852880
O-04089,F-02060,2025A,2025-02-23,2025-09-30,1529500,183540,1713040
O-04090,F-02060,2026A,2026-02-15,2026-09-30,187500,22500,210000
O-04091,F-02061,2025A,2025-01-21,2025-09-30,1166000,139920,1305920
O-04092,F-02062,2025B,2025-07-07,2026-02-28,746000,89520,835520
O-04093,F-02063,2025B,2025-07-28,2026-02-28,1130000,135600,1265600
O-04094,F-02063,2025A,2025-02-02,2025-09-30,2082000,249840,2331840
O-04095,F-02064,2026A,2026-02-05,2026-09-30,662500,79500,742000
O-04096,F-02065,2025A,2025-01-31,2025-09-30,2914500,349740,3264240
O-04097,F-02065,2025B,2025-07-01,2026-02-28,2070000,248400,2318400
O-04098,F-02066,2025A,2025-02-15,2025-09-30,998000,119760,1117760
O-04099,F-02066,2025B,2025-08-03,2026-02-28,1974000,236880,2210880
O-04100,F-02066,2026A,2026-02-13,2026-09-30,1931000,231720,2162720
O-04101,F-02067,2025A,2025-02-14,2025-09-30,232000,27840,259840
O-04102,F-02067,2026A,2026-01-13,2026-09-30,1948500,233820,2182320
O-04103,F-02067,2025B,2025-07-05,2026-02-28,1671500,200580,1872080
O-04104,F-02068,2026A,2026-01-17,2026-09-30,146000,17520,163520
O-04105,F-02068,2025B,2025-07-31,2026-02-28,2604000,312480,2916480
O-04106,F-02069,2025A,2025-01-15,2025-09-30,1633500,196020,1829520
O-04107,F-02069,2026A,2026-01-15,2026-09-30,821000,98520,919520
O-04108,F-02070,2025B,2025-07-26,2026-02-28,917000,110040,1027040
O-04109,F-02071,2025A,2025-02-21,2025-09-30,1685500,202260,1887760
O-04110,F-02072,2025A,2025-02-19,2025-09-30,1631000,195720,1826720
O-04111,F-02073,2026A,2026-01-21,2026-09-30,768000,92160,860160
O-04112,F-02073,2025A,2025-01-29,2025-09-30,812500,97500,910000
O-04113,F-02074,2025B,2025-07-29,2026-02-28,571000,68520,639520
O-04114,F-02075,2026A,2026-02-01,2026-09-30,157000,18840,175840
O-04115,F-02075,2025A,2025-02-06,2025-09-30,101000,12120,113120
O-04116,F-02076,2026A,2026-02-07,2026-09-30,2057500,246900,2304400
O-04117,F-02076,2025B,2025-07-25,2026-02-28,226500,27180,253680
O-04118,F-02077,2026A,2026-02-21,2026-09-30,2467000,296040,2763040
O-04119,F-02077,2025B,2025-07-28,2026-02-28,2454000,294480,2748480
O-04120,F-02077,2025A,2025-01-17,2025-09-30,655000,78600,733600
O-04121,F-02078,2026A,2026-02-17,2026-09-30,959500,115140,1074640
O-04122,F-02079,2025B,2025-07-28,2026-02-28,935000,112200,1047200
O-04123,F-02080,2026A,2026-01-26,2026-09-30,1627000,195240,1822240
O-04124,F-02080,2025A,2025-01-22,2025-09-30,2693500,323220,3016720
O-04125,F-02080,2025B,2025-07-10,2026-02-28,993000,119160,1112160
O-04126,F-02081,2025A,2025-01-17,2025-09-30,2716000,325920,3041920
O-04127,F-02081,2026A,2026-01-16,2026-09-30,2791000,334920,3125920
O-04128,F-02081,2025B,2025-07-30,2026-02-28,2152000,258240,2410240
O-04129,F-02082,2025B,2025-08-06,2026-02-28,1409000,169080,1578080
O-04130,F-02082,2025A,2025-01-19,2025-09-30,146000,17520,163520
O-04131,F-02083,2025A,2025-01-25,2025-09-30,2425500,291060,2716560
O-04132,F-02084,2025B,2025-07-13,2026-02-28,835000,100200,935200
O-04133,F-02084,2025A,2025-01-26,2025-09-30,1651000,198120,1849120
O-04134,F-02085,2025B,2025-07-01,2026-02-28,2258500,271020,2529520
O-04135,F-02085,2025A,2025-02-21,2025-09-30,1264000,151680,1415680
O-04136,F-02086,2025B,2025-07-24,2026-02-28,1462500,175500,1638000
O-04137,F-02086,2025A,2025-02-01,2025-09-30,1322000,158640,1480640
O-04138,F-02087,2025B,2025-08-03,2026-02-28,3668500,440220,4108720
O-04139,F-02088,2025B,2025-07-29,2026-02-28,2821000,338520,3159520
O-04140,F-02088,2026A,2026-01-16,2026-09-30,2242000,269040,2511040
O-04141,F-02089,2026A,2026-01-21,2026-09-30,1965000,235800,2200800
O-04142,F-02089,2025A,2025-01-15,2025-09-30,2354000,282480,2636480
O-04143,F-02090,2025B,2025-07-01,2026-02-28,956000,114720,1070720
O-04144,F-02090,2026A,2026-01-20,2026-09-30,2182500,261900,2444400
O-04145,F-02090,2025A,2025-02-08,2025-09-30,669000,80280,749280
O-04146,F-02091,2025A,2025-02-12,2025-09-30,1134500,136140,1270640
O-04147,F-02091,2026A,2026-01-31,2026-09-30,4155000,498600,4653600
O-04148,F-02092,2025A,2025-01-21,2025-09-30,1348000,161760,1509760
O-04149,F-02093,2025A,2025-01-29,2025-09-30,2358500,283020,2641520
O-04150,F-02093,2025B,2025-07-20,2026-02-28,3243500,389220,3632720
O-04151,F-02094,2025B,2025-08-03,2026-02-28,899000,107880,1006880
O-04152,F-02095,2025B,2025-08-08,2026-02-28,3124000,374880,3498880
O-04153,F-02095,2026A,2026-01-22,2026-09-30,3173000,380760,3553760
O-04154,F-02096,2025B,2025-07-13,2026-02-28,282000,33840,315840
O-04155,F-02097,2026A,2026-01-24,2026-09-30,1414500,169740,1584240
O-04156,F-02097,2025A,2025-02-03,2025-09-30,1911000,229320,2140320
O-04157,F-02097,2025B,2025-08-01,2026-02-28,1320000,158400,1478400
O-04158,F-02098,2025B,2025-07-20,2026-02-28,2390000,286800,2676800
O-04159,F-02098,2025A,2025-01-24,2025-09-30,2954000,354480,3308480
O-04160,F-02099,2025B,2025-07-18,2026-02-28,1907500,228900,2136400
O-04161,F-02099,2026A,2026-02-08,2026-09-30,1332500,159900,1492400
O-04162,F-02099,2025A,2025-02-04,2025-09-30,1003000,120360,1123360
O-04163,F-02100,2026A,2026-02-10,2026-09-30,2631000,315720,2946720
O-04164,F-02101,2026A,2026-01-21,2026-09-30,1502000,180240,1682240
O-04165,F-02101,2025B,2025-07-26,2026-02-28,164000,19680,183680
O-04166,F-02101,2025A,2025-02-20,2025-09-30,1334000,160080,1494080
O-04167,F-02102,2025B,2025-07-21,2026-02-28,1957500,234900,2192400
O-04168,F-02103,2025A,2025-02-05,2025-09-30,997000,119640,1116640
O-04169,F-02103,2025B,2025-07-15,2026-02-28,1591500,190980,1782480
O-04170,F-02104,2025A,2025-01-31,2025-09-30,3080000,369600,3449600
O-04171,F-02104,2026A,2026-02-09,2026-09-30,1885000,226200,2111200
O-04172,F-02105,2025B,2025-07-01,2026-02-28,644000,77280,721280
O-04173,F-02106,2026A,2026-02-11,2026-09-30,1422000,170640,1592640
O-04174,F-02106,2025B,2025-07-16,2026-02-28,3336000,400320,3736320
O-04175,F-02106,2025A,2025-02-09,2025-09-30,75500,9060,84560
O-04176,F-02107,2025A,2025-01-16,2025-09-30,64000,7680,71680
O-04177,F-02107,2025B,2025-08-06,2026-02-28,2907000,348840,3255840
O-04178,F-02107,2026A,2026-01-21,2026-09-30,1115000,133800,1248800
O-04179,F-02108,2025B,2025-07-19,2026-02-28,1821000,218520,2039520
O-04180,F-02108,2025A,2025-01-15,2025-09-30,1528000,183360,1711360
O-04181,F-02108,2026A,2026-02-19,2026-09-30,1246000,149520,1395520
O-04182,F-02109,2026A,2026-02-06,2026-09-30,770000,92400,862400
O-04183,F-02109,2025B,2025-08-06,2026-02-28,1152000,138240,1290240
O-04184,F-02109,2025A,2025-02-18,2025-09-30,2198000,263760,2461760
O-04185,F-02110,2026A,2026-02-02,2026-09-30,1172000,140640,1312640
O-04186,F-02111,2025B,2025-08-03,2026-02-28,938000,112560,1050560
O-04187,F-02111,2026A,2026-02-01,2026-09-30,2085000,250200,2335200
O-04188,F-02112,2026A,2026-01-30,2026-09-30,2075500,249060,2324560
O-04189,F-02112,2025A,2025-02-06,2025-09-30,1192500,143100,1335600
O-04190,F-02113,2025A,2025-02-05,2025-09-30,123000,14760,137760
O-04191,F-02114,2025B,2025-07-25,2026-02-28,1256000,150720,1406720
O-04192,F-02115,2026A,2026-02-13,2026-09-30,1178000,141360,1319360
O-04193,F-02115,2025B,2025-07-08,2026-02-28,918000,110160,1028160
O-04194,F-02115,2025A,2025-01-21,2025-09-30,2641000,316920,2957920
O-04195,F-02116,2026A,2026-02-16,2026-09-30,1648000,197760,1845760
O-04196,F-02116,2025B,2025-07-23,2026-02-28,2781000,333720,3114720
O-04197,F-02116,2025A,2025-02-05,2025-09-30,232500,27900,260400
O-04198,F-02117,2025B,2025-07-16,2026-02-28,1079000,129480,1208480
O-04199,F-02117,2025A,2025-02-20,2025-09-30,543000,65160,608160
O-04200,F-02117,2026A,2026-02-15,2026-09-30,678000,81360,759360
O-04201,F-02118,2025B,2025-07-06,2026-02-28,610000,73200,683200
O-04202,F-02118,2026A,2026-01-25,2026-09-30,1130000,135600,1265600
O-04203,F-02118,2025A,2025-01-16,2025-09-30,1796000,215520,2011520
O-04204,F-02119,2025B,2025-07-21,2026-02-28,619500,74340,693840
O-04205,F-02120,2026A,2026-02-14,2026-09-30,1080000,129600,1209600
O-04206,F-02121,2025B,2025-07-12,2026-02-28,3007500,360900,3368400
O-04207,F-02122,2026A,2026-01-29,2026-09-30,344000,41280,385280
O-04208,F-02123,2026A,2026-01-16,2026-09-30,677500,81300,758800
O-04209,F-02123,2025B,2025-07-02,2026-02-28,2108500,253020,2361520
O-04210,F-02124,2025A,2025-02-24,2025-09-30,2290000,274800,2564800
O-04211,F-02124,2025B,2025-07-02,2026-02-28,986000,118320,1104320
O-04212,F-02124,2026A,2026-01-22,2026-09-30,1476500,177180,1653680
O-04213,F-02125,2026A,2026-02-17,2026-09-30,1429000,171480,1600480
O-04214,F-02126,2025B,2025-07-09,2026-02-28,1157000,138840,1295840
O-04215,F-02127,2025A,2025-01-21,2025-09-30,761000,91320,852320
O-04216,F-02128,2025B,2025-08-10,2026-02-28,702500,84300,786800
O-04217,F-02129,2025A,2025-02-05,2025-09-30,808000,96960,904960
O-04218,F-02129,2025B,2025-07-14,2026-02-28,1871000,224520,2095520
O-04219,F-02130,2025B,2025-07-03,2026-02-28,1409000,169080,1578080
O-04220,F-02130,2025A,2025-01-28,2025-09-30,3672000,440640,4112640
O-04221,F-02130,2026A,2026-01-27,2026-09-30,2071500,248580,2320080
O-04222,F-02131,2026A,2026-02-16,2026-09-30,1670000,200400,1870400
O-04223,F-02131,2025A,2025-01-23,2025-09-30,2500000,300000,2800000
O-04224,F-02131,2025B,2025-07-22,2026-02-28,968000,116160,1084160
O-04225,F-02132,2025A,2025-02-07,2025-09-30,3453000,414360,3867360
O-04226,F-02133,2026A,2026-01-29,2026-09-30,1388000,166560,1554560
O-04227,F-02133,2025B,2025-07-25,2026-02-28,727000,87240,814240
O-04228,F-02134,2025A,2025-01-17,2025-09-30,3129000,375480,3504480
O-04229,F-02134,2025B,2025-07-14,2026-02-28,2667000,320040,2987040
O-04230,F-02135,2026A,2026-01-25,2026-09-30,1546500,185580,1732080
O-04231,F-02135,2025B,2025-07-24,2026-02-28,1683500,202020,1885520
O-04232,F-02135,2025A,2025-02-24,2025-09-30,2094000,251280,2345280
O-04233,F-02136,2025A,2025-01-23,2025-09-30,1616000,193920,1809920
O-04234,F-02137,2025A,2025-01-17,2025-09-30,696500,83580,780080
O-04235,F-02137,2025B,2025-07-28,2026-02-28,508000,60960,568960
O-04236,F-02137,2026A,2026-01-24,2026-09-30,783000,93960,876960
O-04237,F-02138,2025A,2025-02-22,2025-09-30,1443500,173220,1616720
O-04238,F-02138,2026A,2026-02-02,2026-09-30,178500,21420,199920
O-04239,F-02139,2025A,2025-02-18,2025-09-30,876000,105120,981120
