order_item_id,order_id,product_id,quantity,unit_price_cents,line_total_cents
I-015116,O-04340,P-02,3,210000,630000
I-015117,O-04340,P-04,3,625000,1875000
I-015118,O-04340,P-05,1,520000,520000
I-015119,O-04340,P-09,2,47500,95000
I-015120,O-04341,P-10,3,28000,84000
I-015121,O-04341,P-02,1,210000,210000
I-015122,O-04341,P-07,3,280000,840000
I-015123,O-04341,P-04,2,625000,1250000
I-015124,O-04342,P-03,2,62000,124000
I-015125,O-04342,P-09,3,47500,142500
I-015126,O-04342,P-07,1,280000,280000
I-015127,O-04343,P-06,3,341000,1023000
I-015128,O-04343,P-08,3,36000,108000
I-015129,O-04343,P-03,2,62000,124000
I-015130,O-04343,P-02,1,210000,210000
I-015131,O-04344,P-03,2,62000,124000
I-015132,O-04344,P-01,3,45000,135000
I-015133,O-04344,P-06,3,341000,1023000
I-015134,O-04345,P-03,2,62000,124000
I-015135,O-04345,P-09,1,47500,47500
I-015136,O-04345,P-01,3,45000,135000
I-015137,O-04346,P-07,1,280000,280000
I-015138,O-04346,P-06,3,341000,1023000
I-015139,O-04346,P-10,2,28000,56000
I-015140,O-04346,P-01,2,45000,90000
I-015141,O-04347,P-05,1,520000,520000
I-015142,O-04347,P-04,1,625000,625000
I-015143,O-04348,P-09,3,47500,142500
I-015144,O-04348,P-08,2,36000,72000
I-015145,O-04348,P-03,1,62000,62000
I-015146,O-04348,P-10,1,28000,28000
I-015147,O-04349,P-05,2,520000,1040000
I-015148,O-04349,P-10,1,28000,28000
I-015149,O-04349,P-03,1,62000,62000
I-015150,O-04349,P-07,1,280000,280000
I-015151,O-04349,P-09,1,47500,47500
I-015152,O-04350,P-10,1,28000,28000
I-015153,O-04350,P-04,1,625000,625000
I-015154,O-04350,P-08,1,36000,36000
I-015155,O-04351,P-01,3,45000,135000
I-015156,O-04351,P-08,3,36000,108000
I-015157,O-04351,P-04,2,625000,1250000
I-015158,O-04351,P-05,1,520000,520000
I-015159,O-04352,P-07,1,280000,280000
I-015160,O-04352,P-05,1,520000,520000
I-015161,O-04352,P-08,2,36000,72000
I-015162,O-04352,P-02,1,210000,210000
I-015163,O-04352,P-01,1,45000,45000
I-015164,O-04353,P-08,1,36000,36000
I-015165,O-04353,P-10,2,28000,56000
I-015166,O-04354,P-03,1,62000,62000
I-015167,O-04354,P-02,3,210000,630000
I-015168,O-04354,P-09,1,47500,47500
I-015169,O-04354,P-06,1,341000,341000
I-015170,O-04354,P-10,2,28000,56000
I-015171,O-04355,P-04,3,625000,1875000
I-015172,O-04355,P-03,2,62000,124000
I-015173,O-04355,P-08,2,36000,72000
I-015174,O-04355,P-09,1,47500,47500
I-015175,O-04355,P-02,1,210000,210000
I-015176,O-04356,P-02,1,210000,210000
I-015177,O-04356,P-03,3,62000,186000
I-015178,O-04356,P-09,3,47500,142500
I-015179,O-04356,P-07,1,280000,280000
I-015180,O-04356,P-04,2,625000,1250000
I-015181,O-04357,P-02,2,210000,420000
I-015182,O-04357,P-04,2,625000,1250000
I-015183,O-04357,P-05,1,520000,520000
I-015184,O-04357,P-09,2,47500,95000
I-015185,O-04357,P-06,1,341000,341000
I-015186,O-04358,P-06,2,341000,682000
I-015187,O-04358,P-07,2,280000,560000
I-015188,O-04358,P-02,3,210000,630000
I-015189,O-04358,P-01,2,45000,90000
I-015190,O-04359,P-04,3,625000,1875000
I-015191,O-04359,P-08,3,36000,108000
I-015192,O-04359,P-03,1,62000,62000
I-015193,O-04360,P-05,1,520000,520000
I-015194,O-04360,P-10,3,28000,84000
I-015195,O-04360,P-06,2,341000,682000
I-015196,O-04361,P-04,1,625000,625000
I-015197,O-04361,P-03,1,62000,62000
I-015198,O-04362,P-03,2,62000,124000
I-015199,O-04362,P-01,2,45000,90000
I-015200,O-04362,P-09,1,47500,47500
I-015201,O-04362,P-05,2,520000,1040000
I-015202,O-04363,P-02,1,210000,210000
I-015203,O-04363,P-05,1,520000,520000
I-015204,O-04364,P-05,1,520000,520000
I-015205,O-04364,P-02,2,210000,420000
I-015206,O-04364,P-01,1,45000,45000
I-015207,O-04364,P-07,2,280000,560000
I-015208,O-04364,P-03,2,62000,124000
I-015209,O-04365,P-03,2,62000,124000
I-015210,O-04365,P-10,1,28000,28000
I-015211,O-04365,P-08,2,36000,72000
I-015212,O-04365,P-05,1,520000,520000
I-015213,O-04366,P-02,1,210000,210000
I-015214,O-04366,P-05,2,520000,1040000
I-015215,O-04366,P-08,3,36000,108000
I-015216,O-04366,P-09,2,47500,95000
I-015217,O-04366,P-10,2,28000,56000
I-015218,O-04367,P-05,2,520000,1040000
I-015219,O-04367,P-07,2,280000,560000
I-015220,O-04367,P-04,2,625000,1250000
I-015221,O-04367,P-06,3,341000,1023000
I-015222,O-04368,P-10,1,28000,28000
I-015223,O-04368,P-01,1,45000,45000
I-015224,O-04368,P-05,3,520000,1560000
I-015225,O-04368,P-09,1,47500,47500
I-015226,O-04369,P-07,1,280000,280000
I-015227,O-04369,P-06,2,341000,682000
I-015228,O-04370,P-07,2,280000,560000
I-015229,O-04370,P-02,2,210000,420000
I-015230,O-04371,P-01,3,45000,135000
I-015231,O-04371,P-07,3,280000,840000
I-015232,O-04371,P-05,3,520000,1560000
I-015233,O-04371,P-02,2,210000,420000
I-015234,O-04371,P-06,1,341000,341000
I-015235,O-04372,P-01,3,45000,135000
I-015236,O-04372,P-09,1,47500,47500
I-015237,O-04373,P-10,2,28000,56000
I-015238,O-04373,P-06,3,341000,1023000
I-015239,O-04373,P-02,2,210000,420000
I-015240,O-04373,P-01,2,45000,90000
I-015241,O-04374,P-10,1,28000,28000
I-015242,O-04374,P-06,2,341000,682000
I-015243,O-04374,P-02,1,210000,210000
I-015244,O-04375,P-07,3,280000,840000
I-015245,O-04375,P-09,3,47500,142500
I-015246,O-04375,P-06,1,341000,341000
I-015247,O-04375,P-04,2,625000,1250000
I-015248,O-04375,P-03,1,62000,62000
I-015249,O-04376,P-09,2,47500,95000
I-015250,O-04376,P-07,1,280000,280000
I-015251,O-04376,P-08,3,36000,108000
I-015252,O-04377,P-10,2,28000,56000
I-015253,O-04377,P-07,3,280000,840000
I-015254,O-04377,P-01,2,45000,90000
I-015255,O-04378,P-07,1,280000,280000
I-015256,O-04378,P-10,3,28000,84000
I-015257,O-04378,P-09,3,47500,142500
I-015258,O-04379,P-07,2,280000,560000
I-015259,O-04379,P-05,1,520000,520000
I-015260,O-04379,P-01,2,45000,90000
I-015261,O-04379,P-08,3,36000,108000
I-015262,O-04379,P-02,1,210000,210000
I-015263,O-04380,P-10,1,28000,28000
I-015264,O-04380,P-08,3,36000,108000
I-015265,O-04380,P-01,2,45000,90000
I-015266,O-04380,P-02,1,210000,210000
I-015267,O-04381,P-09,1,47500,47500
I-015268,O-04381,P-02,3,210000,630000
I-015269,O-04381,P-10,3,28000,84000
I-015270,O-04381,P-03,3,62000,186000
I-015271,O-04382,P-05,3,520000,1560000
I-015272,O-04382,P-01,3,45000,135000
I-015273,O-04383,P-07,2,280000,560000
I-015274,O-04383,P-05,3,520000,1560000
I-015275,O-04383,P-03,2,62000,124000
I-015276,O-04384,P-08,1,36000,36000
I-015277,O-04384,P-04,1,625000,625000
I-015278,O-04384,P-07,3,280000,840000
I-015279,O-04384,P-09,3,47500,142500
I-015280,O-04384,P-10,1,28000,28000
I-015281,O-04385,P-01,2,45000,90000
I-015282,O-04385,P-04,1,625000,625000
I-015283,O-04385,P-05,3,520000,1560000
I-015284,O-04385,P-08,3,36000,108000
I-015285,O-04386,P-07,3,280000,840000
I-015286,O-04386,P-02,2,210000,420000
I-015287,O-04387,P-06,2,341000,682000
I-015288,O-04387,P-02,3,210000,630000
I-015289,O-04388,P-04,1,625000,625000
I-015290,O-04388,P-08,2,36000,72000
I-015291,O-04388,P-06,1,341000,341000
I-015292,O-04388,P-07,1,280000,280000
I-015293,O-04389,P-08,2,36000,72000
I-015294,O-04389,P-03,3,62000,186000
I-015295,O-04389,P-09,2,47500,95000
I-015296,O-04390,P-08,2,36000,72000
I-015297,O-04390,P-03,3,62000,186000
I-015298,O-04390,P-02,3,210000,630000
I-015299,O-04390,P-07,1,280000,280000
I-015300,O-04391,P-10,2,28000,56000
I-015301,O-04391,P-09,1,47500,47500
I-015302,O-04392,P-08,1,36000,36000
I-015303,O-04392,P-10,1,28000,28000
I-015304,O-04392,P-04,3,625000,1875000
I-015305,O-04393,P-06,1,341000,341000
I-015306,O-04393,P-01,3,45000,135000
I-015307,O-04394,P-09,2,47500,95000
I-015308,O-04394,P-01,2,45000,90000
I-015309,O-04394,P-03,1,62000,62000
I-015310,O-04394,P-10,3,28000,84000
I-015311,O-04394,P-05,1,520000,520000
I-015312,O-04395,P-04,1,625000,625000
I-015313,O-04395,P-02,2,210000,420000
I-015314,O-04396,P-02,1,210000,210000
I-015315,O-04396,P-03,1,62000,62000
I-015316,O-04397,P-05,1,520000,520000
I-015317,O-04397,P-10,2,28000,56000
I-015318,O-04397,P-02,3,210000,630000
I-015319,O-04397,P-04,3,625000,1875000
I-015320,O-04398,P-09,1,47500,47500
I-015321,O-04398,P-05,1,520000,520000
I-015322,O-04399,P-07,3,280000,840000
I-015323,O-04399,P-01,2,45000,90000
I-015324,O-04400,P-05,3,520000,1560000
I-015325,O-04400,P-06,2,341000,682000
I-015326,O-04401,P-02,3,210000,630000
I-015327,O-04401,P-08,1,36000,36000
I-015328,O-04401,P-05,3,520000,1560000
I-015329,O-04401,P-01,3,45000,135000
I-015330,O-04401,P-06,2,341000,682000
I-015331,O-04402,P-07,3,280000,840000
I-015332,O-04402,P-05,2,520000,1040000
I-015333,O-04403,P-04,2,625000,1250000
I-015334,O-04403,P-10,1,28000,28000
I-015335,O-04403,P-08,1,36000,36000
I-015336,O-04403,P-06,1,341000,341000
I-015337,O-04403,P-03,3,62000,186000
I-015338,O-04404,P-09,1,47500,47500
I-015339,O-04404,P-04,1,625000,625000
I-015340,O-04404,P-03,3,62000,186000
I-015341,O-04404,P-02,2,210000,420000
I-015342,O-04404,P-05,2,520000,1040000
I-015343,O-04405,P-08,2,36000,72000
I-015344,O-04405,P-05,3,520000,1560000
I-015345,O-04405,P-07,3,280000,840000
I-015346,O-04405,P-06,1,341000,341000
I-015347,O-04405,P-02,1,210000,210000
I-015348,O-04406,P-08,2,36000,72000
I-015349,O-04406,P-05,2,520000,1040000
I-015350,O-04406,P-04,3,625000,1875000
I-015351,O-04406,P-03,2,62000,124000
I-015352,O-04407,P-04,3,625000,1875000
I-015353,O-04407,P-07,3,280000,840000
I-015354,O-04407,P-03,3,62000,186000
I-015355,O-04408,P-01,2,45000,90000
I-015356,O-04408,P-09,2,47500,95000
I-015357,O-04408,P-06,1,341000,341000
I-015358,O-04408,P-03,1,62000,62000
I-015359,O-04409,P-03,2,62000,124000
I-015360,O-04409,P-09,3,47500,142500
I-015361,O-04409,P-01,1,45000,45000
I-015362,O-04409,P-02,1,210000,210000
I-015363,O-04409,P-06,1,341000,341000
I-015364,O-04410,P-07,3,280000,840000
I-015365,O-04410,P-05,1,520000,520000
I-015366,O-04410,P-03,1,62000,62000
I-015367,O-04411,P-05,3,520000,1560000
I-015368,O-04411,P-10,1,28000,28000
I-015369,O-04411,P-02,3,210000,630000
I-015370,O-04411,P-01,2,45000,90000
I-015371,O-04412,P-02,2,210000,420000
I-015372,O-04412,P-06,2,341000,682000
I-015373,O-04412,P-01,3,45000,135000
I-015374,O-04413,P-04,2,625000,1250000
I-015375,O-04413,P-01,2,45000,90000
I-015376,O-04414,P-04,3,625000,1875000
I-015377,O-04414,P-06,1,341000,341000
I-015378,O-04414,P-09,1,47500,47500
I-015379,O-04414,P-08,3,36000,108000
I-015380,O-04414,P-05,1,520000,520000
I-015381,O-04415,P-03,3,62000,186000
I-015382,O-04415,P-01,1,45000,45000
I-015383,O-04416,P-01,1,45000,45000
I-015384,O-04416,P-03,1,62000,62000
I-015385,O-04417,P-01,1,45000,45000
I-015386,O-04417,P-07,2,280000,560000
I-015387,O-04417,P-04,1,625000,625000
I-015388,O-04418,P-09,3,47500,142500
I-015389,O-04418,P-06,1,341000,341000
I-015390,O-04418,P-07,3,280000,840000
I-015391,O-04418,P-05,2,520000,1040000
I-015392,O-04419,P-07,2,280000,560000
I-015393,O-04419,P-05,3,520000,1560000
I-015394,O-04420,P-05,3,520000,1560000
I-015395,O-04420,P-08,1,36000,36000
I-015396,O-04420,P-10,1,28000,28000
I-015397,O-04421,P-05,2,520000,1040000
I-015398,O-04421,P-10,3,28000,84000
I-015399,O-04421,P-07,1,280000,280000
I-015400,O-04421,P-09,3,47500,142500
I-015401,O-04421,P-01,2,45000,90000
I-015402,O-04422,P-10,1,28000,28000
I-015403,O-04422,P-08,1,36000,36000
I-015404,O-04422,P-04,2,625000,1250000
I-015405,O-04422,P-03,3,62000,186000
I-015406,O-04422,P-09,2,47500,95000
I-015407,O-04423,P-07,1,280000,280000
I-015408,O-04423,P-05,1,520000,520000
I-015409,O-04423,P-06,3,341000,1023000
I-015410,O-04423,P-08,1,36000,36000
I-015411,O-04424,P-02,2,210000,420000
I-015412,O-04424,P-05,1,520000,520000
I-015413,O-04424,P-06,3,341000,1023000
I-015414,O-04424,P-03,1,62000,62000
I-015415,O-04424,P-09,2,47500,95000
I-015416,O-04425,P-05,3,520000,1560000
I-015417,O-04425,P-08,3,36000,108000
I-015418,O-04425,P-02,3,210000,630000
I-015419,O-04425,P-07,3,280000,840000
I-015420,O-04425,P-09,2,47500,95000
I-015421,O-04426,P-02,1,210000,210000
I-015422,O-04426,P-07,1,280000,280000
I-015423,O-04426,P-09,3,47500,142500
I-015424,O-04426,P-08,3,36000,108000
I-015425,O-04427,P-05,3,520000,1560000
I-015426,O-04427,P-03,2,62000,124000
I-015427,O-04427,P-06,2,341000,682000
I-015428,O-04427,P-10,3,28000,84000
I-015429,O-04427,P-09,3,47500,142500
I-015430,O-04428,P-04,1,625000,625000
I-015431,O-04428,P-10,3,28000,84000
I-015432,O-04428,P-09,2,47500,95000
I-015433,O-04428,P-06,2,341000,682000
I-015434,O-04429,P-07,1,280000,280000
I-015435,O-04429,P-02,1,210000,210000
I-015436,O-04429,P-06,3,341000,1023000
I-015437,O-04429,P-05,2,520000,1040000
I-015438,O-04429,P-01,3,45000,135000
I-015439,O-04430,P-02,3,210000,630000
I-015440,O-04430,P-10,1,28000,28000
I-015441,O-04430,P-09,1,47500,47500
I-015442,O-04431,P-04,2,625000,1250000
I-015443,O-04431,P-03,1,62000,62000
I-015444,O-04432,P-07,2,280000,560000
I-015445,O-04432,P-05,2,520000,1040000
I-015446,O-04433,P-07,2,280000,560000
I-015447,O-04433,P-01,2,45000,90000
I-015448,O-04433,P-08,1,36000,36000
I-015449,O-04434,P-08,1,36000,36000
I-015450,O-04434,P-03,2,62000,124000
I-015451,O-04434,P-09,1,47500,47500
I-015452,O-04434,P-02,3,210000,630000
I-015453,O-04434,P-05,1,520000,520000
I-015454,O-04435,P-07,1,280000,280000
I-015455,O-04435,P-05,2,520000,1040000
I-015456,O-04435,P-10,1,28000,28000
I-015457,O-04435,P-03,2,62000,124000
I-015458,O-04436,P-07,1,280000,280000
I-015459,O-04436,P-05,2,520000,1040000
I-015460,O-04437,P-05,2,520000,1040000
I-015461,O-04437,P-10,1,28000,28000
I-015462,O-04437,P-06,2,341000,682000
I-015463,O-04437,P-01,3,45000,135000
I-015464,O-04437,P-02,2,210000,420000
I-015465,O-04438,P-02,1,210000,210000
I-015466,O-04438,P-09,3,47500,142500
I-015467,O-04438,P-05,2,520000,1040000
I-015468,O-04439,P-01,1,45000,45000
I-015469,O-04439,P-10,3,28000,84000
I-015470,O-04439,P-06,3,341000,1023000
I-015471,O-04439,P-07,2,280000,560000
I-015472,O-04440,P-02,1,210000,210000
I-015473,O-04440,P-09,1,47500,47500
I-015474,O-04440,P-03,3,62000,186000
I-015475,O-04440,P-05,1,520000,520000
I-015476,O-04441,P-08,3,36000,108000
I-015477,O-04441,P-01,1,45000,45000
I-015478,O-04442,P-05,1,520000,520000
I-015479,O-04442,P-03,1,62000,62000
I-015480,O-04442,P-09,3,47500,142500
I-015481,O-04443,P-02,2,210000,420000
I-015482,O-04443,P-10,1,28000,28000
I-015483,O-04443,P-06,3,341000,1023000
I-015484,O-04443,P-09,1,47500,47500
I-015485,O-04444,P-09,1,47500,47500
I-015486,O-04444,P-05,2,520000,1040000
I-015487,O-04444,P-04,1,625000,625000
I-015488,O-04445,P-06,2,341000,682000
I-015489,O-04445,P-01,2,45000,90000
I-015490,O-04446,P-04,3,625000,1875000
I-015491,O-04446,P-03,3,62000,186000
I-015492,O-04446,P-06,1,341000,341000
I-015493,O-04446,P-02,3,210000,630000
I-015494,O-04446,P-01,3,45000,135000
I-015495,O-04447,P-05,3,520000,1560000
I-015496,O-04447,P-02,2,210000,420000
I-015497,O-04448,P-08,3,36000,108000
I-015498,O-04448,P-03,3,62000,186000
I-015499,O-04448,P-10,3,28000,84000
I-015500,O-04448,P-07,1,280000,280000
I-015501,O-04448,P-04,2,625000,1250000
I-015502,O-04449,P-09,2,47500,95000
I-015503,O-04449,P-02,2,210000,420000
I-015504,O-04450,P-08,3,36000,108000
I-015505,O-04450,P-06,3,341000,1023000
I-015506,O-04450,P-07,2,280000,560000
I-015507,O-04450,P-10,3,28000,84000
I-015508,O-04450,P-03,2,62000,124000
I-015509,O-04451,P-04,1,625000,625000
I-015510,O-04451,P-03,1,62000,62000
I-015511,O-04452,P-09,2,47500,95000
I-015512,O-04452,P-08,2,36000,72000
I-015513,O-04452,P-10,2,28000,56000
I-015514,O-04452,P-06,1,341000,341000
I-015515,O-04453,P-04,1,625000,625000
I-015516,O-04453,P-08,1,36000,36000
I-015517,O-04453,P-07,3,280000,840000
I-015518,O-04454,P-03,2,62000,124000
I-015519,O-04454,P-09,2,47500,95000
I-015520,O-04454,P-01,3,45000,135000
I-015521,O-04455,P-06,3,341000,1023000
I-015522,O-04455,P-01,1,45000,45000
I-015523,O-04455,P-09,3,47500,142500
I-015524,O-04455,P-07,1,280000,280000
I-015525,O-04456,P-01,3,45000,135000
I-015526,O-04456,P-02,1,210000,210000
I-015527,O-04456,P-10,2,28000,56000
I-015528,O-04456,P-08,3,36000,108000
I-015529,O-04456,P-07,1,280000,280000
I-015530,O-04457,P-09,1,47500,47500
I-015531,O-04457,P-07,3,280000,840000
I-015532,O-04457,P-05,1,520000,520000
I-015533,O-04458,P-03,2,62000,124000
I-015534,O-04458,P-08,2,36000,72000
I-015535,O-04458,P-07,1,280000,280000
I-015536,O-04459,P-09,2,47500,95000
I-015537,O-04459,P-10,2,28000,56000
I-015538,O-04460,P-03,2,62000,124000
I-015539,O-04460,P-06,2,341000,682000
I-015540,O-04461,P-07,1,280000,280000
I-015541,O-04461,P-03,2,62000,124000
I-015542,O-04461,P-08,1,36000,36000
I-015543,O-04461,P-10,1,28000,28000
I-015544,O-04461,P-05,3,520000,1560000
I-015545,O-04462,P-04,3,625000,1875000
I-015546,O-04462,P-08,2,36000,72000
I-015547,O-04462,P-07,1,280000,280000
I-015548,O-04462,P-09,1,47500,47500
I-015549,O-04463,P-02,1,210000,210000
I-015550,O-04463,P-07,1,280000,280000
I-015551,O-04463,P-06,3,341000,1023000
I-015552,O-04463,P-05,2,520000,1040000
I-015553,O-04464,P-09,3,47500,142500
I-015554,O-04464,P-05,3,520000,1560000
I-015555,O-04464,P-02,1,210000,210000
I-015556,O-04464,P-10,3,28000,84000
I-015557,O-04464,P-04,2,625000,1250000
I-015558,O-04465,P-08,3,36000,108000
I-015559,O-04465,P-07,3,280000,840000
I-015560,O-04465,P-05,1,520000,520000
I-015561,O-04465,P-04,1,625000,625000
I-015562,O-04465,P-10,2,28000,56000
I-015563,O-04466,P-02,1,210000,210000
I-015564,O-04466,P-10,3,28000,84000
I-015565,O-04466,P-09,1,47500,47500
I-015566,O-04467,P-07,1,280000,280000
I-015567,O-04467,P-09,2,47500,95000
I-015568,O-04468,P-09,1,47500,47500
I-015569,O-04468,P-07,2,280000,560000
I-015570,O-04468,P-03,2,62000,124000
I-015571,O-04468,P-05,3,520000,1560000
I-015572,O-04469,P-07,3,280000,840000
I-015573,O-04469,P-06,2,341000,682000
I-015574,O-04469,P-10,3,28000,84000
I-015575,O-04470,P-04,2,625000,1250000
I-015576,O-04470,P-09,3,47500,142500
I-015577,O-04471,P-10,2,28000,56000
I-015578,O-04471,P-01,1,45000,45000
I-015579,O-04472,P-09,2,47500,95000
I-015580,O-04472,P-10,1,28000,28000
I-015581,O-04472,P-05,3,520000,1560000
I-015582,O-04473,P-09,1,47500,47500
I-015583,O-04473,P-04,2,625000,1250000
I-015584,O-04473,P-05,3,520000,1560000
I-015585,O-04474,P-08,2,36000,72000
I-015586,O-04474,P-07,3,280000,840000
I-015587,O-04475,P-10,2,28000,56000
I-015588,O-04475,P-02,2,210000,420000
I-015589,O-04475,P-09,1,47500,47500
I-015590,O-04475,P-01,3,45000,135000
I-015591,O-04475,P-03,1,62000,62000
I-015592,O-04476,P-07,1,280000,280000
I-015593,O-04476,P-04,1,625000,625000
I-015594,O-04477,P-06,3,341000,1023000
I-015595,O-04477,P-02,3,210000,630000
I-015596,O-04477,P-01,2,45000,90000
I-015597,O-04477,P-09,3,47500,142500
I-015598,O-04477,P-04,3,625000,1875000
I-015599,O-04478,P-08,3,36000,108000
I-015600,O-04478,P-05,1,520000,520000
I-015601,O-04478,P-07,1,280000,280000
I-015602,O-04478,P-01,3,45000,135000
I-015603,O-04479,P-07,2,280000,560000
I-015604,O-04479,P-05,3,520000,1560000
I-015605,O-04480,P-07,1,280000,280000
I-015606,O-04480,P-05,2,520000,1040000
I-015607,O-04480,P-10,2,28000,56000
I-015608,O-04481,P-03,2,62000,124000
I-015609,O-04481,P-07,3,280000,840000
I-015610,O-04482,P-03,1,62000,62000
I-015611,O-04482,P-07,3,280000,840000
I-015612,O-04482,P-10,3,28000,84000
I-015613,O-04482,P-01,1,45000,45000
I-015614,O-04482,P-04,1,625000,625000
I-015615,O-04483,P-06,3,341000,1023000
I-015616,O-04483,P-08,3,36000,108000
I-015617,O-04483,P-01,3,45000,135000
I-015618,O-04483,P-05,1,520000,520000
I-015619,O-04484,P-05,2,520000,1040000
I-015620,O-04484,P-03,1,62000,62000
I-015621,O-04484,P-02,1,210000,210000
I-015622,O-04484,P-07,2,280000,560000
I-015623,O-04485,P-01,2,45000,90000
I-015624,O-04485,P-04,1,625000,625000
I-015625,O-04485,P-03,1,62000,62000
I-015626,O-04485,P-10,3,28000,84000
I-015627,O-04486,P-05,1,520000,520000
I-015628,O-04486,P-10,3,28000,84000
I-015629,O-04486,P-09,2,47500,95000
I-015630,O-04487,P-06,1,341000,341000
I-015631,O-04487,P-08,2,36000,72000
I-015632,O-04487,P-01,3,45000,135000
I-015633,O-04487,P-02,1,210000,210000
I-015634,O-04487,P-05,1,520000,520000
I-015635,O-04488,P-06,1,341000,341000
I-015636,O-04488,P-08,2,36000,72000
I-015637,O-04488,P-10,3,28000,84000
I-015638,O-04488,P-02,3,210000,630000
I-015639,O-04489,P-05,2,520000,1040000
I-015640,O-04489,P-08,1,36000,36000
I-015641,O-04489,P-10,2,28000,56000
I-015642,O-04490,P-05,2,520000,1040000
I-015643,O-04490,P-06,2,341000,682000
I-015644,O-04490,P-08,3,36000,108000
I-015645,O-04490,P-10,3,28000,84000
I-015646,O-04490,P-02,1,210000,210000
I-015647,O-04491,P-07,2,280000,560000
I-015648,O-04491,P-10,3,28000,84000
I-015649,O-04491,P-09,1,47500,47500
I-015650,O-04491,P-04,3,625000,1875000
I-015651,O-04492,P-01,1,45000,45000
I-015652,O-04492,P-05,3,520000,1560000
I-015653,O-04492,P-07,3,280000,840000
I-015654,O-04492,P-06,1,341000,341000
I-015655,O-04493,P-01,3,45000,135000
I-015656,O-04493,P-03,1,62000,62000
I-015657,O-04493,P-09,3,47500,142500
I-015658,O-04493,P-04,1,625000,625000
I-015659,O-04493,P-02,2,210000,420000
I-015660,O-04494,P-04,2,625000,1250000
I-015661,O-04494,P-10,3,28000,84000
I-015662,O-04494,P-05,3,520000,1560000
I-015663,O-04494,P-03,1,62000,62000
I-015664,O-04494,P-07,3,280000,840000
I-015665,O-04495,P-03,3,62000,186000
I-015666,O-04495,P-06,3,341000,1023000
I-015667,O-04496,P-10,2,28000,56000
I-015668,O-04496,P-04,3,625000,1875000
I-015669,O-04497,P-01,3,45000,135000
I-015670,O-04497,P-09,1,47500,47500
I-015671,O-04497,P-05,1,520000,520000
I-015672,O-04498,P-09,3,47500,142500
I-015673,O-04498,P-02,2,210000,420000
I-015674,O-04498,P-10,2,28000,56000
I-015675,O-04499,P-03,3,62000,186000
I-015676,O-04499,P-04,1,625000,625000
I-015677,O-04499,P-10,3,28000,84000
I-015678,O-04500,P-09,3,47500,142500
I-015679,O-04500,P-01,3,45000,135000
I-015680,O-04500,P-03,3,62000,186000
I-015681,O-04500,P-08,2,36000,72000
I-015682,O-04501,P-04,3,625000,1875000
I-015683,O-04501,P-10,1,28000,28000
I-015684,O-04501,P-07,2,280000,560000
I-015685,O-04501,P-06,3,341000,1023000
I-015686,O-04501,P-08,1,36000,36000
I-015687,O-04502,P-05,1,520000,520000
I-015688,O-04502,P-07,1,280000,280000
I-015689,O-04502,P-08,2,36000,72000
I-015690,O-04503,P-09,2,47500,95000
I-015691,O-04503,P-05,2,520000,1040000
I-015692,O-04503,P-08,2,36000,72000
I-015693,O-04503,P-07,1,280000,280000
I-015694,O-04504,P-07,3,280000,840000
I-015695,O-04504,P-08,3,36000,108000
I-015696,O-04505,P-04,3,625000,1875000
I-015697,O-04505,P-09,1,47500,47500
I-015698,O-04505,P-08,1,36000,36000
I-015699,O-04505,P-06,3,341000,1023000
I-015700,O-04506,P-10,1,28000,28000
I-015701,O-04506,P-09,1,47500,47500
I-015702,O-04507,P-08,2,36000,72000
I-015703,O-04507,P-01,2,45000,90000
I-015704,O-04507,P-03,3,62000,186000
I-015705,O-04508,P-06,1,341000,341000
I-015706,O-04508,P-04,2,625000,1250000
I-015707,O-04508,P-09,3,47500,142500
I-015708,O-04508,P-02,2,210000,420000
I-015709,O-04508,P-08,3,36000,108000
I-015710,O-04509,P-04,2,625000,1250000
I-015711,O-04509,P-03,2,62000,124000
I-015712,O-04509,P-01,2,45000,90000
I-015713,O-04510,P-02,2,210000,420000
I-015714,O-04510,P-09,3,47500,142500
I-015715,O-04511,P-06,2,341000,682000
I-015716,O-04511,P-08,3,36000,108000
I-015717,O-04511,P-02,1,210000,210000
I-015718,O-04512,P-01,1,45000,45000
I-015719,O-04512,P-06,3,341000,1023000
I-015720,O-04512,P-05,3,520000,1560000
I-015721,O-04512,P-08,3,36000,108000
I-015722,O-04513,P-06,1,341000,341000
I-015723,O-04513,P-01,1,45000,45000
I-015724,O-04513,P-05,2,520000,1040000
I-015725,O-04514,P-04,2,625000,1250000
I-015726,O-04514,P-10,3,28000,84000
I-015727,O-04514,P-09,2,47500,95000
I-015728,O-04514,P-01,3,45000,135000
I-015729,O-04514,P-08,2,36000,72000
I-015730,O-04515,P-08,2,36000,72000
I-015731,O-04515,P-05,2,520000,1040000
I-015732,O-04515,P-06,1,341000,341000
I-015733,O-04515,P-04,1,625000,625000
I-015734,O-04515,P-01,3,45000,135000
I-015735,O-04516,P-01,1,45000,45000
I-015736,O-04516,P-07,3,280000,840000
I-015737,O-04516,P-08,1,36000,36000
I-015738,O-04517,P-09,2,47500,95000
I-015739,O-04517,P-03,3,62000,186000
I-015740,O-04517,P-08,2,36000,72000
I-015741,O-04518,P-02,2,210000,420000
I-015742,O-04518,P-05,2,520000,1040000
I-015743,O-04519,P-04,2,625000,1250000
I-015744,O-04519,P-06,1,341000,341000
I-015745,O-04519,P-07,1,280000,280000
